case,run,VB,time,DOC,feed,material,smcAC_mean,smcDC_mean,vib_table_mean,vib_spindle_mean,AE_table_mean,AE_spindle_mean
3,14,0.36,69.0,0.75,0.25,1,-0.15952446831597222,5.939159071180556,0.5088031684027777,0.23558091905381945,0.21230326334635416,0.3704086642795139
3,15,0.44,75.0,0.75,0.25,1,-0.16193196614583333,6.316368815104167,0.5935096571180556,0.2644862196180556,0.23312188042534723,0.3186111111111111
3,16,0.55,81.0,0.75,0.25,1,-0.15243408203125,7.116940646701389,0.5089987521701389,0.27757649739583334,0.23966505262586807,0.3125335015190972
4,1,0.08,3.0,1.5,0.25,1,-0.16636827256944445,4.632887369791667,1.3232891167534722,0.29940443250868054,0.17372219509548611,0.21889811197916667
4,2,0.13,9.0,1.5,0.25,1,-0.15757405598958332,5.418782009548611,1.0273141818576388,0.2892019314236111,0.17971516927083334,0.2327362060546875
4,3,0.2,15.0,1.5,0.25,1,-0.15972574869791667,5.489027777777777,1.4434654405381944,0.28558186848958333,0.18795206705729167,0.27791517469618054
4,4,0.31,21.0,1.5,0.25,1,-0.1534738498263889,6.168229166666666,0.9014124891493056,0.2882797580295139,0.2108309597439236,0.26397081163194447
4,5,0.35,27.0,1.5,0.25,1,-0.15444661458333334,6.300372178819444,0.7294832356770833,0.27878553602430556,0.20625291612413194,0.31730448404947914
4,6,0.4,34.0,1.5,0.25,1,-0.15489935980902778,7.466947157118056,1.0181646050347222,0.29722452799479165,0.26784871419270834,0.32242431640625
4,7,0.49,39.0,1.5,0.25,1,-0.16144124348958333,7.942624240451389,0.7180295138888889,0.285894775390625,0.27468092176649306,0.3275674099392361
9,1,0.0,1.0,1.5,0.5,1,-0.16364393446180556,5.1740532769097225,1.8297376844618056,0.311072998046875,0.17542249891493056,0.21561191134982638
9,2,0.1,3.0,1.5,0.5,1,-0.1656903754340278,5.166222873263889,1.4004690212673612,0.3077444118923611,0.18183614095052084,0.21762308756510418
9,3,0.14,9.0,1.5,0.5,1,-0.15198296440972223,6.454820963541667,1.4778228081597222,0.35355075412326387,0.19094679090711805,0.24790364583333332
9,4,0.19,16.0,1.5,0.5,1,-0.15553195529513889,7.355115017361111,1.5673554144965278,0.3314016384548611,0.20373019748263888,0.26558648003472224
9,5,0.27,22.0,1.5,0.5,1,-0.1479904513888889,7.744064127604167,1.0202446831597223,0.30477335611979167,0.23354363335503472,0.2892237006293403
9,6,0.38,28.0,1.5,0.5,1,-0.15285264756944444,7.856048177083333,0.8288859049479167,0.2992034233940972,0.2553447808159722,0.3036515977647569
9,7,0.47,34.0,1.5,0.5,1,-0.15303873697916667,8.069975043402778,0.7760853407118056,0.2968488226996528,0.2804616970486111,0.3218853759765625
9,8,0.64,40.0,1.5,0.5,1,-0.1437787543402778,8.164600694444445,0.7320548502604166,0.29747300889756945,0.3058395724826389,0.3163481987847222
9,9,0.81,46.0,1.5,0.5,1,-0.1489377170138889,8.26845974392361,0.6866794162326388,0.286715087890625,0.33608622233072916,0.37322645399305554
10,1,0.0,0.0,1.5,0.25,1,-0.16872504340277777,4.7335791015625,1.0859288194444445,0.2972125922309028,0.15520819769965277,0.18054043240017362
10,2,0.04,4.0,1.5,0.25,1,-0.16690592447916666,4.917646484375,0.9638975694444445,0.30121107313368056,0.16245001898871528,0.1963925509982639
10,3,0.08,9.0,1.5,0.25,1,-0.16445041232638888,5.548324652777778,0.9228778754340278,0.2882199435763889,0.17165791829427082,0.20854587131076388
10,4,0.16,15.0,1.5,0.25,1,-0.16094563802083334,6.1561376953125,0.9353819444444444,0.30000691731770834,0.19740912543402778,0.2168545871310764
10,5,0.25,21.0,1.5,0.25,1,-0.15512858072916666,6.759198676215278,0.7931201171875,0.290113525390625,0.2153744845920139,0.22563707139756944
10,6,0.36,27.0,1.5,0.25,1,-0.1583572048611111,7.374219292534722,0.7738671875,0.28564805772569446,0.24177537706163194,0.28133585611979167
10,7,0.43,33.0,1.5,0.25,1,-0.15519097222222222,8.16030490451389,0.62559814453125,0.2811284722222222,0.25896870930989585,0.27547166612413193
10,8,0.47,39.0,1.5,0.25,1,-0.15839029947916666,8.41687717013889,0.7324818250868056,0.28025010850694443,0.27559251573350696,0.32878255208333335
10,9,0.53,45.0,1.5,0.25,1,-0.11967176649305555,8.516700303819444,0.5251622178819444,0.2778091091579861,0.30649020724826387,0.3245853000217014
10,10,0.7,57.0,1.5,0.25,1,-0.15334364149305554,7.4029747178819445,0.4483531358506944,0.29376953125,0.2932351345486111,0.3992398410373264
11,1,0.0,1.0,0.75,0.25,1,-0.17570529513888888,3.239052191840278,0.8906309678819444,0.30501844618055557,0.13734361436631945,0.17342380099826388
11,2,0.04,3.0,0.75,0.25,1,-0.17761610243055556,3.2457541232638887,0.7857964409722222,0.30154500325520833,0.14016303168402777,0.18543043348524305
11,3,0.07,10.0,0.75,0.25,1,-0.1788916015625,3.4636322699652777,0.8183219401041667,0.2900816514756944,0.13049329969618056,0.1700277370876736
11,4,0.07,12.0,0.75,0.25,1,-0.17850423177083333,3.7725282118055556,0.7907796223958333,0.28844373914930554,0.13341905381944444,0.18201972113715278
11,5,0.08,14.0,0.75,0.25,1,-0.17848741319444444,3.770912543402778,1.198808322482639,0.307197265625,0.1308770751953125,0.22572279188368055
11,6,0.09,17.0,0.75,0.25,1,-0.16925564236111112,3.9604264322916665,1.02156005859375,0.29071940104166666,0.1333205837673611,0.21582668728298612
11,8,0.12,21.0,0.75,0.25,1,-0.17499837239583332,4.415837673611111,0.7276193576388889,0.29449842664930553,0.14827012803819445,0.2029932318793403
11,9,0.16,27.0,0.75,0.25,1,-0.16862630208333335,4.229730902777778,0.8124134657118055,0.3090989854600694,0.14499321831597223,0.1864950900607639
11,10,0.18,33.0,0.75,0.25,1,-0.17093424479166666,4.402415907118056,0.7631076388888889,0.2800447591145833,0.1477984619140625,0.18175896538628472
11,11,0.2,39.0,0.75,0.25,1,-0.17384385850694445,4.497059461805556,0.7370798068576389,0.2884041341145833,0.1578548855251736,0.20773369683159723
11,12,0.23,45.0,0.75,0.25,1,-0.16211697048611112,4.505002170138889,0.9685446506076388,0.30902411566840277,0.16007453070746527,0.20983995225694443
11,13,0.26,51.0,0.75,0.25,1,-0.1697612847222222,5.148058810763889,0.59539794921875,0.2851205783420139,0.16052205403645833,0.2209228515625
11,15,0.31,57.0,0.75,0.25,1,-0.1707467990451389,4.992521701388889,0.5122037760416667,0.27865464952256946,0.18360670301649307,0.22127149793836806
11,16,0.37,63.0,0.75,0.25,1,-0.1655368381076389,4.886545138888889,0.7860023328993055,0.2808866373697917,0.18032755533854167,0.22943630642361112
11,18,0.42,72.0,0.75,0.25,1,-0.16552815755208333,5.68869140625,0.5320700412326389,0.2703964572482639,0.21162502712673611,0.24109198676215277
11,19,0.47,80.0,0.75,0.25,1,-0.15863389756944443,6.499380425347222,0.65022216796875,0.2703948296440972,0.19633205837673612,0.2534601508246528
11,20,0.57,86.0,0.75,0.25,1,-0.16311848958333333,6.3321310763888885,0.538525390625,0.2678652615017361,0.24071451822916667,0.26501702202690974
11,21,0.65,93.0,0.75,0.25,1,-0.1594821506076389,6.632572699652778,0.5482676866319445,0.2672663031684028,0.22192091200086805,0.2632651095920139
11,22,0.68,100.0,0.75,0.25,1,-0.15870469835069445,7.006190321180555,0.30578531901041667,0.27117078993055554,0.25066677517361113,0.2947677273220486
11,23,0.76,105.0,0.75,0.25,1,-0.16566786024305555,6.0809548611111115,0.28108642578125,0.2715224880642361,0.23516228569878472,0.40715264214409724
12,2,0.05,3.0,0.75,0.5,1,-0.17101426866319444,3.243850368923611,0.8812858072916666,0.31554850260416667,0.15276238335503473,0.18595241970486112
12,3,0.08,6.0,0.75,0.5,1,-0.1715500217013889,3.7317496744791665,1.0514735243055555,0.3044171820746528,0.16617024739583333,0.21945421006944443
12,5,0.12,19.0,0.75,0.5,1,-0.16986219618055556,4.6484564887152775,0.80791259765625,0.3091494411892361,0.1793576388888889,0.23648695203993056
12,6,0.17,24.0,0.75,0.5,1,-0.1704326714409722,5.062923719618055,0.44762152777777775,0.2928521050347222,0.186409912109375,0.23150790744357638
12,7,0.2,30.0,0.75,0.5,1,-0.16790934244791667,5.452457682291667,0.5515321180555556,0.2837204318576389,0.211630859375,0.27788431803385416
12,8,0.24,36.0,0.75,0.5,1,-0.16830403645833333,5.820584852430556,0.48629964192708336,0.27306654188368057,0.22534464518229166,0.2785989040798611
12,9,0.32,42.0,0.75,0.5,1,-0.1651296657986111,6.640119357638889,0.59900390625,0.2713486056857639,0.21883138020833334,0.27960157606336805
12,11,0.4,49.0,0.75,0.5,1,-0.15629937065972221,6.801988932291667,0.6939846462673611,0.2706856282552083,0.2115258110894097,0.26795240614149307
12,12,0.45,55.0,0.75,0.5,1,-0.15572238498263888,6.61998046875,0.5409431966145833,0.27363091362847225,0.21328559027777777,0.2712081570095486
12,13,0.49,61.0,0.75,0.5,1,-0.1601763237847222,7.112038845486111,0.41265462239583334,0.26808417426215275,0.21376315646701388,0.2680856662326389
12,14,0.58,67.0,0.75,0.5,1,-0.15703803168402777,7.813074001736111,0.3448418511284722,0.2635662163628472,0.21476901584201388,0.26373148600260415
12,15,0.65,74.0,0.75,0.5,1,-0.1572463650173611,8.108623589409722,0.3200222439236111,0.26003702799479167,0.24797844780815972,0.30997653537326386
5,1,0.0,0.0,1.5,0.5,2,-0.16209228515625,6.407239040798611,1.2101722547743055,0.310096435546875,0.1774102783203125,0.17155497233072917
5,2,0.16,3.0,1.5,0.5,2,-0.18523003472222221,7.481693250868055,0.8717062717013889,0.28393229166666667,0.18657050238715278,0.17950527615017361
5,3,0.29,6.0,1.5,0.5,2,-0.19861924913194445,7.288275282118056,0.8328125,0.2849761284722222,0.19309129503038194,0.18098320855034722
5,4,0.44,9.0,1.5,0.5,2,-0.16238878038194443,8.1195654296875,1.0626155598958333,0.27244181315104166,0.25678758409288194,0.2283114963107639
5,5,0.53,12.0,1.5,0.5,2,-0.15132432725694445,8.200740017361111,0.98425048828125,0.27093343098958333,0.2656979031032986,0.2438458251953125
5,6,0.74,15.0,1.5,0.5,2,-0.14999837239583333,8.222862413194445,1.088135036892361,0.2722007921006944,0.2725488959418403,0.27737080891927085
6,1,0.0,0.0,1.5,0.25,2,-0.16549153645833334,5.198841145833334,0.7875534396701389,0.27633504231770833,0.020721028645833334,0.13913499620225694
7,1,0.0,1.0,0.75,0.25,2,-0.17609157986111112,3.344076605902778,0.5249140082465278,0.3058437771267361,0.11778116861979167,0.1260928683810764
7,2,0.09,3.0,0.75,0.25,2,-0.1752517361111111,3.7724088541666667,0.61489013671875,0.33249077690972223,0.12352464463975694,0.13364162868923612
7,3,0.13,6.0,0.75,0.25,2,-0.1793478732638889,4.016929253472222,0.6606122504340278,0.2958285861545139,0.10572489420572917,0.14316663953993056
7,4,0.22,10.0,0.75,0.25,2,-0.17252115885416666,4.797508680555556,0.90732421875,0.32257161458333333,0.02161227756076389,0.16391703287760417
7,5,0.24,13.0,0.75,0.25,2,-0.16334933810763888,4.7491682942708335,0.8831016710069445,0.30187771267361113,0.14636555989583333,0.17723273383246527
7,6,0.34,15.0,0.75,0.25,2,-0.16185438368055555,5.224656575520833,0.9616707356770834,0.31757283528645835,0.14874715169270833,0.18167527940538195
7,7,0.46,19.0,0.75,0.25,2,-0.16040174696180556,5.4656494140625,1.1782443576388888,0.30630872938368053,0.14909681532118055,0.17949673122829862
8,1,0.0,0.0,0.75,0.5,2,-0.16841010199652778,4.617359483506944,0.7183954535590278,0.32686971028645834,0.13414910210503472,0.14828850640190971
8,2,0.18,3.0,0.75,0.5,2,-0.16526746961805555,5.067150607638889,0.7979576280381945,0.30914306640625,0.15210727267795138,0.16821085611979167
8,3,0.3,6.0,0.75,0.5,2,-0.1604814995659722,5.846361762152778,0.9737052408854167,0.30322767469618056,0.049176161024305554,0.1879638671875
8,5,0.44,9.0,0.75,0.5,2,-0.16217583550347223,6.063752170138889,0.9360989040798611,0.2804326714409722,0.16957539876302083,0.20669935438368056
8,6,0.62,12.0,0.75,0.5,2,-0.16283827039930557,6.627985026041666,1.2251201714409723,0.27483805338541667,0.17321268717447916,0.20567966037326388
13,3,0.1,4.0,0.75,0.25,2,-0.1670361328125,3.9202430555555554,0.6023958333333334,0.28330403645833335,0.10235493977864583,0.13435465494791668
13,4,0.13,7.0,0.75,0.25,2,-0.17870686848958334,4.234627821180555,0.6236371527777778,0.2858892144097222,0.12234456380208333,0.14641248914930555
13,5,0.17,11.0,0.75,0.25,2,-0.18110894097222222,4.533768988715278,0.6376822916666667,0.287694091796875,0.11941277398003472,0.14034871419270833
13,6,0.32,16.0,0.75,0.25,2,-0.17233968098958333,5.318599175347222,0.9309318033854167,0.28256334092881946,0.13758341471354166,0.16130126953125
13,7,0.38,19.0,0.75,0.25,2,-0.1713774956597222,5.733721788194444,0.9401025390625,0.27942003038194446,0.1383383517795139,0.16585184733072916
13,8,0.49,22.0,0.75,0.25,2,-0.16843532986111112,5.831290147569445,0.9320822482638889,0.27272284613715275,0.14956610785590277,0.19014112684461806
13,9,0.56,25.0,0.75,0.25,2,-0.16877360026041666,6.0392860243055555,0.8648681640625,0.27750569661458335,0.14653795030381944,0.1733858913845486
13,10,0.68,29.0,0.75,0.25,2,-0.16092393663194443,7.08458984375,1.2296091037326389,0.26736382378472223,0.1625339084201389,0.19335957845052085
13,11,0.83,32.0,0.75,0.25,2,-0.15550672743055555,7.725205620659723,1.149814453125,0.27000434027777775,0.1779562038845486,0.20086432562934028
13,12,0.92,35.0,0.75,0.25,2,-0.15931613498263889,7.952958441840278,1.0149378797743056,0.2679132758246528,0.18195841471354166,0.21446845160590278
13,13,1.07,38.0,0.75,0.25,2,-0.16284695095486112,8.155044487847222,0.8613967556423611,0.2656479220920139,0.19133870442708334,0.22461846245659722
13,14,1.3,42.0,0.75,0.25,2,-0.1576803927951389,8.541151801215278,0.9783062065972222,0.2685320366753472,0.18940999348958334,0.19935709635416668
13,15,1.53,45.0,0.75,0.25,2,-0.1581857638888889,8.870221354166667,0.7196893988715278,0.2671567111545139,0.195482177734375,0.2162403021918403
14,2,0.09,3.0,0.75,0.5,2,-0.16569363064236112,5.390300021701389,0.7110734049479167,0.30787760416666665,0.15074354383680555,0.16302605523003472
14,3,0.17,6.0,0.75,0.5,2,-0.17068060980902777,5.992028537326389,1.1541617838541667,0.30710218641493053,0.15668124728732638,0.18722249348958334
14,4,0.24,9.0,0.75,0.5,2,-0.16806287977430556,6.275583767361111,1.0667222764756945,0.3032956271701389,0.16135206434461805,0.1911105685763889
14,6,0.35,12.0,0.75,0.5,2,-0.1639990234375,6.8714404296875,0.8812201605902777,0.28652737087673613,0.16933797200520834,0.20961751302083334
14,8,0.6,18.0,0.75,0.5,2,-0.16773817274305555,7.902601453993055,0.9440549045138888,0.27999226888020834,0.2076653374565972,0.2785567220052083
14,9,0.81,21.0,0.75,0.5,2,-0.15650227864583333,8.0061865234375,0.8524131944444444,0.2790077039930556,0.21581780327690972,0.2898803032769097
14,10,1.14,24.0,0.75,0.5,2,-0.1570236545138889,8.065295681423612,0.9540855577256945,0.27281778971354165,0.19975558810763888,0.245531005859375
15,2,0.15,3.0,1.5,0.25,2,-0.16262369791666667,6.7273529730902775,0.8685983615451389,0.2733629014756944,0.18176099989149305,0.17174153645833334
15,3,0.28,6.0,1.5,0.25,2,-0.16101236979166667,7.190436740451389,0.8777463107638889,0.2801955837673611,0.18654534233940973,0.1981600613064236
15,4,0.37,9.0,1.5,0.25,2,-0.15800509982638888,7.684327799479167,0.8849807400173612,0.27467339409722225,0.20903130425347222,0.21702284071180555
15,5,0.48,13.0,1.5,0.25,2,-0.15700520833333334,8.325705837673611,0.9407958984375,0.26492757161458336,0.18097520616319446,0.19753221299913196
15,6,0.56,16.0,1.5,0.25,2,-0.16451388888888888,8.381232096354166,1.017839084201389,0.26901963975694443,0.24353712293836804,0.2307094997829861
15,7,0.7,19.0,1.5,0.25,2,-0.12800401475694445,8.728606228298611,0.8685763888888889,0.269678955078125,0.2665296088324653,0.293782958984375
16,3,0.24,3.0,1.5,0.5,2,-0.15583116319444446,7.9024039713541665,1.1523933919270832,0.3037009006076389,0.2164541286892361,0.2237468804253472
16,5,0.4,6.0,1.5,0.5,2,-0.15274685329861112,8.074390733506945,1.0639431423611112,0.28787245008680556,0.26492621527777777,0.2554982503255208
16,6,0.62,9.0,1.5,0.5,2,-0.14277398003472222,8.016929796006945,0.9216593424479167,0.2792595757378472,0.22726704915364584,0.2707382541232639
